Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Goodreads_Rating,Number_of_Ratings
Almond,A Novel,Won-pyung Sohn,https://www.audible.com/pd/Almond-Audiobook/0063015129?qid=1632673249&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/41UNKp6wVkL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/52219386-almond?from_search=true&from_srp=true&qid=3JNZ0ogdiu&rank=1,4.22,13050
Chateau of Secrets: A Novel,,Melanie Dobson,https://www.audible.com/pd/Chateau-of-Secrets-A-Novel-Audiobook/B086L2M8SR?qid=1632673249&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51zo8pZYJ8L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/18143963-chateau-of-secrets?from_search=true&from_srp=true&qid=riA1hYsi6s&rank=1,4.1,2822
The Girls of Mischief Bay,,Susan Mallery,https://www.audible.com/pd/The-Girls-of-Mischief-Bay-Audiobook/B00T3GUTE4?qid=1632673249&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51H24XUspNL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/22859473-the-girls-of-mischief-bay?from_search=true&from_srp=true&qid=Nxt2GSji0P&rank=2,3.9,10611
Bowlaway,A Novel,Elizabeth McCracken,https://www.audible.com/pd/Bowlaway-Audiobook/0062892185?qid=1632673249&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51CzXbe6NZL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/38251249-bowlaway?from_search=true&from_srp=true&qid=U75ua5Iccc&rank=1,3.11,5676
The Other Typist,,Suzanne Rindell,https://www.audible.com/pd/The-Other-Typist-Audiobook/B00CLG6GN6?qid=1632673249&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51qg-hGD3YL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/17329041-the-other-typist?from_search=true&from_srp=true&qid=O3qHq4RDuI&rank=1,3.55,17938
The Dressmaker,A Novel,Rosalie Ham,https://www.audible.com/pd/The-Dressmaker-Audiobook/B011SV6WI8?qid=1632673249&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51DmUhg3LCL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/575758.The_Dressmaker?from_search=true&from_srp=true&qid=tJcrvqdyHz&rank=1,3.44,15696
The Land Beyond the Sea,,Sharon Kay Penman,https://www.audible.com/pd/The-Land-Beyond-the-Sea-Audiobook/0593164091?qid=1632673249&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51iKCbr5BSL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/52371649-the-land-beyond-the-sea?from_search=true&from_srp=true&qid=EGbJ1h92SC&rank=1,4.38,1182
White Chrysanthemum,,Mary Lynn Bracht,https://www.audible.com/pd/White-Chrysanthemum-Audiobook/B078KR3Q2W?qid=1632673249&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51QLpte74dL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/34701167-white-chrysanthemum?from_search=true&from_srp=true&qid=eOZlaqi3Qy&rank=1,4.37,13350
The Romanov Empress,A Novel of Tsarina Maria Feodorovna,C. W. Gortner,https://www.audible.com/pd/The-Romanov-Empress-Audiobook/B07CRPK9YP?qid=1632673249&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/613lut-IZNL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/34019138-the-romanov-empress?from_search=true&from_srp=true&qid=hibvYPOV1Y&rank=1,4.27,5382
The Horse Dancer,A Novel,Jojo Moyes,https://www.audible.com/pd/The-Horse-Dancer-Audiobook/B01NAFY2FA?qid=1632673249&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51DJ5dmfZML._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/31624484-the-horse-dancer?from_search=true&from_srp=true&qid=udDRftGMmq&rank=1,3.97,21263
Family of Lies,,Mary Monroe,https://www.audible.com/pd/Family-of-Lies-Audiobook/B00KPVISSK?qid=1632673249&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51GEL2z1ihL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/18371398-family-of-lies?from_search=true&from_srp=true&qid=eTtUJZoQ33&rank=1,4.02,928
The Wedding Dress,,Danielle Steel,https://www.audible.com/pd/The-Wedding-Dress-Audiobook/1980079927?qid=1632673249&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/516F+ig4KXL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/51147114-the-wedding-dress?from_search=true&from_srp=true&qid=Bt6OsQGm2g&rank=1,4.13,6626
If You Want to Make God Laugh,A Novel,Bianca Marais,https://www.audible.com/pd/If-You-Want-to-Make-God-Laugh-Audiobook/1984887769?qid=1632673249&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51JYLhH5QzL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/42412126-if-you-want-to-make-god-laugh?from_search=true&from_srp=true&qid=p8VveLIjr5&rank=1,4.33,3500
Songs of Willow Frost,A Novel,Jamie Ford,https://www.audible.com/pd/Songs-of-Willow-Frost-Audiobook/B00ENKO9O6?qid=1632673249&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/515cTDmhFBL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/17232261-songs-of-willow-frost?from_search=true&from_srp=true&qid=ODf5mxGr5e&rank=1,3.66,19408
Limelight,A Novel,Amy Poeppel,https://www.audible.com/pd/Limelight-Audiobook/B07BN16KL9?qid=1632673249&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/510vLgJcrDL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/36373328-limelight?from_search=true&from_srp=true&qid=Da90NwG1uz&rank=1,3.82,3298
The Other's Gold,A Novel,Elizabeth Ames,https://www.audible.com/pd/The-Others-Gold-Audiobook/0593148657?qid=1632673249&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51+y4hllrgL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/43744322-the-other-s-gold?from_search=true&from_srp=true&qid=BZVePciCxm&rank=1,3.21,3704
The Lightkeeper's Daughters,A Novel,Jean E. Pendziwol,https://www.audible.com/pd/The-Lightkeepers-Daughters-Audiobook/B071H9ZRGS?qid=1632673249&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51iuWOiYIpL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/32600208-the-lightkeeper-s-daughters?from_search=true&from_srp=true&qid=HwBTet2C2N&rank=1,4.21,9684
Every Last One,,Anna Quindlen,https://www.audible.com/pd/Every-Last-One-Audiobook/B003E8ESPS?qid=1632673249&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61mYT4v3AxL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/7468160-every-last-one?from_search=true&from_srp=true&qid=mXVDkmewRu&rank=1,3.86,35159
The Paris Secret,,Karen Swan,https://www.audible.com/pd/The-Paris-Secret-Audiobook/B076DM1KDM?qid=1632673249&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51VjPJwLyLL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/28535922-the-paris-secret?from_search=true&from_srp=true&qid=zSNuRIKeNk&rank=1,3.84,8233
Ghana Must Go,,Taiye Selasi,https://www.audible.com/pd/Ghana-Must-Go-Audiobook/B00BJN6O34?qid=1632673249&sr=1-71&ref=a_special-p_c3_lProduct_2_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51rc5cnmoQL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/15811505-ghana-must-go?from_search=true&from_srp=true&qid=xnfrKP15Lt&rank=1,3.85,10476
Everything Matters!,A Novel,Ron Currie Jr.,https://www.audible.com/pd/Everything-Matters-Audiobook/B002V168BG?qid=1632673249&sr=1-72&ref=a_special-p_c3_lProduct_2_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51cKDW8OdgL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/6184241-everything-matters?from_search=true&from_srp=true&qid=OCdijSF78J&rank=1,4.06,7310
Song of a Captive Bird,A Novel,Jasmin Darznik,https://www.audible.com/pd/Song-of-a-Captive-Bird-Audiobook/B079P8GYPC?qid=1632673249&sr=1-73&ref=a_special-p_c3_lProduct_2_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61Ue9VO0taL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/35574989-song-of-a-captive-bird?from_search=true&from_srp=true&qid=9Z3IwNmRwx&rank=1,4.21,4135
Bearskin,A Novel,James A. McLaughlin,https://www.audible.com/pd/Bearskin-Audiobook/B07B79SFVH?qid=1632673249&sr=1-74&ref=a_special-p_c3_lProduct_2_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/512j+Uowy6L._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/35487236-bearskin?from_search=true&from_srp=true&qid=CFOMDi5zek&rank=1,3.76,5537
My Name Is Mary Sutter,A Novel,Robin Oliveira,https://www.audible.com/pd/My-Name-Is-Mary-Sutter-Audiobook/B003JV3L6C?qid=1632673249&sr=1-75&ref=a_special-p_c3_lProduct_2_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61mG0FUPfpL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/7352053-my-name-is-mary-sutter?from_search=true&from_srp=true&qid=tw8GDR7zTQ&rank=1,3.83,24254
The Miniaturist,,Jessie Burton,https://www.audible.com/pd/The-Miniaturist-Audiobook/B00K2A9LWQ?qid=1632673249&sr=1-76&ref=a_special-p_c3_lProduct_2_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61qMmzacPGL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/18498569-the-miniaturist?from_search=true&from_srp=true&qid=IA33VsGQJS&rank=1,3.61,128916
Everybody's Son,A Novel,Thrity Umrigar,https://www.audible.com/pd/Everybodys-Son-Audiobook/B06Y5Y29SB?qid=1632673249&sr=1-77&ref=a_special-p_c3_lProduct_2_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/511FPvNB0aL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/32051571-everybody-s-son?from_search=true&from_srp=true&qid=BJyqJ1jUa0&rank=1,3.9,7827
The Absolutist,,John Boyne,https://www.audible.com/pd/The-Absolutist-Audiobook/B008VGMLSO?qid=1632673249&sr=1-78&ref=a_special-p_c3_lProduct_2_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51jRcI68qqL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/13414716-the-absolutist?from_search=true&from_srp=true&qid=bdTJiBtdmh&rank=1,4.06,15408
Flight Patterns,,Karen White,https://www.audible.com/pd/Flight-Patterns-Audiobook/B01FYDX3YW?qid=1632673249&sr=1-79&ref=a_special-p_c3_lProduct_2_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51ELEXt5qmL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/26109376-flight-patterns?from_search=true&from_srp=true&qid=h7g35Y5AUA&rank=1,4.11,9158
Hope Harbor,,Irene Hannon,https://www.audible.com/pd/Hope-Harbor-Audiobook/B010MZXB6C?qid=1632673249&sr=1-80&ref=a_special-p_c3_lProduct_2_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51wgUSELLTL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/23411615-hope-harbor?from_search=true&from_srp=true&qid=oT8QZ0o31U&rank=1,4.16,3017
Wildwood Creek,,Lisa Wingate,https://www.audible.com/pd/Wildwood-Creek-Audiobook/B00IGH05H2?qid=1632673249&sr=1-81&ref=a_special-p_c3_lProduct_2_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51Qa+i8qACL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/18059811-wildwood-creek?from_search=true&from_srp=true&qid=Wf1QyvZPlz&rank=1,4.04,1872
Ayesha at Last,,Uzma Jalaluddin,https://www.audible.com/pd/Ayesha-at-Last-Audiobook/1984890409?qid=1632673249&sr=1-82&ref=a_special-p_c3_lProduct_2_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51mwM1BRnsL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/43124133-ayesha-at-last?from_search=true&from_srp=true&qid=WFZVdzV3Hd&rank=1,3.89,18494
The Queen’s Vow,A Novel of Isabella of Castile,C. W. Gortner,https://www.audible.com/pd/The-Queens-Vow-Audiobook/B0089EBMR4?qid=1632673249&sr=1-83&ref=a_special-p_c3_lProduct_2_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61K7dK+JXoL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/12796941-the-queen-s-vow?from_search=true&from_srp=true&qid=arvtmwqUeR&rank=1,3.92,7613
The Funny Thing About Norman Foreman,,Julietta Henderson,https://www.audible.com/pd/The-Funny-Thing-About-Norman-Foreman-Audiobook/1488210691?qid=1632673249&sr=1-84&ref=a_special-p_c3_lProduct_2_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51xQS0Tj-YL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/53288454-the-funny-thing-about-norman-foreman?from_search=true&from_srp=true&qid=WeBrI10f6T&rank=1,4.19,1604
The Phantom Tree,,Nicola Cornick,https://www.audible.com/pd/The-Phantom-Tree-Audiobook/B07DWC617R?qid=1632673249&sr=1-85&ref=a_special-p_c3_lProduct_2_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61miSD8ZIrL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/32618152-the-phantom-tree?from_search=true&from_srp=true&qid=rGcKwnYR2u&rank=1,4.05,3239
The Twelve Tribes of Hattie (Oprah's Book Club 2.0),,Ayana Mathis,https://www.audible.com/pd/The-Twelve-Tribes-of-Hattie-Oprahs-Book-Club-20-Audiobook/B00AFZLTSM?qid=1632673249&sr=1-86&ref=a_special-p_c3_lProduct_2_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51fhGbrgEGL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/50535465-the-twelve-tribes-of-hattie?from_search=true&from_srp=true&qid=scJnvvbliU&rank=1,3.5,37689
Hum If You Don't Know the Words,,Bianca Marais,https://www.audible.com/pd/Hum-If-You-Dont-Know-the-Words-Audiobook/B0733R8D5P?qid=1632673249&sr=1-87&ref=a_special-p_c3_lProduct_2_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/518+H9VUffL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/28264701-hum-if-you-don-t-know-the-words?from_search=true&from_srp=true&qid=oMWGvMH75Q&rank=1,4.23,8484
The Orchardist,,Amanda Coplin,https://www.audible.com/pd/The-Orchardist-Audiobook/B008VGMJPE?qid=1632673249&sr=1-88&ref=a_special-p_c3_lProduct_2_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61FBSS8iHvL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/13540215-the-orchardist?from_search=true&from_srp=true&qid=nQ4bfWOrY1&rank=1,3.78,43503
Leopard at the Door,,Jennifer McVeigh,https://www.audible.com/pd/Leopard-at-the-Door-Audiobook/B01N1IVWO5?qid=1632673249&sr=1-89&ref=a_special-p_c3_lProduct_2_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51bNCZZtvDL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/29940520-leopard-at-the-door?from_search=true&from_srp=true&qid=8XUGW0TBq3&rank=1,4.03,5135
The Fourth Child,A Novel,Jessica Winter,https://www.audible.com/pd/The-Fourth-Child-Audiobook/0063069695?qid=1632673249&sr=1-90&ref=a_special-p_c3_lProduct_2_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61aEB+EDVXL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/53914949-the-fourth-child?from_search=true&from_srp=true&qid=pSQE5CLYgx&rank=1,3.37,1318
Man in White,,Johnny Cash,https://www.audible.com/pd/Man-in-White-Audiobook/B07BDR37MR?qid=1632673249&sr=1-91&ref=a_special-p_c3_lProduct_2_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51SQJF7i+aL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/139333.Man_in_White?from_search=true&from_srp=true&qid=YRXHdkwRyU&rank=1,3.89,514
Where the Long Grass Blows,A Novel,Louis L'Amour,https://www.audible.com/pd/Where-the-Long-Grass-Blows-Audiobook/B0771SVPRM?qid=1632673249&sr=1-92&ref=a_special-p_c3_lProduct_2_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/41yn+841KyL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/121024.Where_the_Long_Grass_Blows?from_search=true&from_srp=true&qid=SfbsyUcjqW&rank=1,4.02,1685
The Parfit Knight,Rockliffe Book 1,Stella Riley,https://www.audible.com/pd/The-Parfit-Knight-Audiobook/B01ANZFMVI?qid=1632673249&sr=1-93&ref=a_special-p_c3_lProduct_2_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51QpEP+AyyL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/40487683-the-parfit-knight?from_search=true&from_srp=true&qid=XpDoetaJrI&rank=1,4.13,1641
Mary Coin,,Marisa Silver,https://www.audible.com/pd/Mary-Coin-Audiobook/B00BJOJWP0?qid=1632673249&sr=1-94&ref=a_special-p_c3_lProduct_2_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51iIlUNXiVL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/15808322-mary-coin?from_search=true&from_srp=true&qid=sIhmetOU2P&rank=1,3.91,8357
The Book of Dreams,A Novel,Nina George,https://www.audible.com/pd/The-Book-of-Dreams-Audiobook/1984845187?qid=1632673249&sr=1-95&ref=a_special-p_c3_lProduct_2_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51+is7DINaL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/40909442-the-book-of-dreams?from_search=true&from_srp=true&qid=LV0rARnf9p&rank=1,3.85,4884
The Printed Letter Bookshop,,Katherine Reay,https://www.audible.com/pd/The-Printed-Letter-Bookshop-Audiobook/0785222030?qid=1632673249&sr=1-96&ref=a_special-p_c3_lProduct_2_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51lv8xDFbCL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/40590422-the-printed-letter-bookshop?from_search=true&from_srp=true&qid=wIhfbv35wB&rank=1,4.02,10806
The Line That Held Us,,David Joy,https://www.audible.com/pd/The-Line-That-Held-Us-Audiobook/B07BB3ZK8R?qid=1632673249&sr=1-97&ref=a_special-p_c3_lProduct_2_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/61YvYjeO8IL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/36343490-the-line-that-held-us?from_search=true&from_srp=true&qid=3DrEnTFwLa&rank=1,3.73,5401
The Interestings,,Meg Wolitzer,https://www.audible.com/pd/The-Interestings-Audiobook/B00BMBVNLQ?qid=1632673249&sr=1-98&ref=a_special-p_c3_lProduct_2_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51q-lAChGbL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/15815333-the-interestings?from_search=true&from_srp=true&qid=rNLxpjaQrp&rank=2,3.58,114358
Corelli's Mandolin,A Novel,Louis de Bernieres,https://www.audible.com/pd/Corellis-Mandolin-Audiobook/0593150821?qid=1632673249&sr=1-99&ref=a_special-p_c3_lProduct_2_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51p8OQAt3sL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/578519.Captain_Corelli_s_Mandolin?from_search=true&from_srp=true&qid=igft27xPMj&rank=3,3.99,81378
Beyond the Point,A Novel,Claire Gibson,https://www.audible.com/pd/Beyond-the-Point-Audiobook/0062898701?qid=1632673249&sr=1-100&ref=a_special-p_c3_lProduct_2_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MP9F3AXWNV9GDV48KN8V,https://m.media-amazon.com/images/I/51cv2bgSdjL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/37959896-beyond-the-point?from_search=true&from_srp=true&qid=6cPcDE7qhq&rank=1,4.13,8104
Shannon,A Novel of Ireland,Frank Delaney,https://www.audible.com/pd/Shannon-Audiobook/B002V8KTV4?qid=1632673263&sr=1-101&ref=a_special-p_c3_lProduct_3_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=STE10F85S3BGZN7GFMJV,https://m.media-amazon.com/images/I/61uUl+MDEwL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/4612762-shannon?from_search=true&from_srp=true&qid=wsSp0T3Dbd&rank=1,3.94,1711
Bringing Maggie Home,,Kim Vogel Sawyer,https://www.audible.com/pd/Bringing-Maggie-Home-Audiobook/B0754MCMHJ?qid=1632673263&sr=1-102&ref=a_special-p_c3_lProduct_3_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=STE10F85S3BGZN7GFMJV,https://m.media-amazon.com/images/I/61egatjeiqL._SL500_.jpg,"Fiction, Mysteries & Thrillers",https://www.goodreads.com/book/show/33414153-bringing-maggie-home?from_search=true&from_srp=true&qid=X9oMF0pNEl&rank=1,4.31,905
The Parisians,,Marius Gabriel,https://www.audible.com/pd/The-Parisians-Audiobook/1721333185?qid=1632673263&sr=1-103&ref=a_special-p_c3_lProduct_3_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=STE10F85S3BGZN7GFMJV,https://m.media-amazon.com/images/I/517CyG2orIL._SL500_.jpg,Fiction,https://www.goodreads.com/book/show/40712867-the-parisians?from_search=true&from_srp=true&qid=0jsWb8xbip&rank=1,4.36,5435
